InspectionID,VendorType,ViolationType,FineImposed,Date,Risk_level
INSP00421,Retail,No License,8935,2024-09-23,High Risk
INSP00422,Street Vendor,Expired Product,7305,2025-02-20,High Risk
INSP00423,Retail,Expired Product,9794,2024-09-05,High Risk
INSP00424,Street Vendor,Poor Hygiene,2117,2024-07-31,Medium Risk
INSP00425,Retail,No License,5577,2025-01-07,High Risk
INSP00426,Restaurant,No License,2532,2024-05-11,High Risk
INSP00427,Street Vendor,Poor Hygiene,5117,2025-10-05,Medium Risk
INSP00428,Street Vendor,No License,9193,2025-11-18,High Risk
INSP00429,Street Vendor,No License,6925,2025-04-02,High Risk
INSP00430,Retail,No License,4827,2025-02-12,High Risk
INSP00431,Restaurant,No License,4665,2024-12-04,High Risk
INSP00432,Street Vendor,Poor Hygiene,5230,2025-06-13,Medium Risk
INSP00433,Restaurant,Poor Hygiene,6620,2024-04-13,Medium Risk
INSP00434,Restaurant,No License,3069,2024-06-27,High Risk
INSP00435,Street Vendor,No License,1355,2025-02-06,High Risk
INSP00436,Retail,Poor Hygiene,4455,2024-11-02,Medium Risk
INSP00437,Retail,Expired Product,2282,2025-01-10,High Risk
INSP00438,Restaurant,Poor Hygiene,8017,2024-09-29,Medium Risk
INSP00439,Retail,Expired Product,5105,2024-10-23,High Risk
INSP00440,Street Vendor,No License,4144,2025-03-26,High Risk
INSP00441,Restaurant,No License,1658,2024-10-14,High Risk
INSP00442,Restaurant,Poor Hygiene,6956,2025-05-10,Medium Risk
INSP00443,Restaurant,No License,6888,2025-11-19,High Risk
INSP00444,Restaurant,Expired Product,7516,2024-10-14,High Risk
INSP00445,Street Vendor,Expired Product,3840,2025-10-26,High Risk
INSP00446,Restaurant,Poor Hygiene,8004,2025-06-14,Medium Risk
INSP00447,Retail,Poor Hygiene,739,2024-12-10,Medium Risk
INSP00448,Restaurant,Expired Product,2941,2025-09-28,High Risk
INSP00449,Retail,No License,8916,2024-09-09,High Risk
INSP00450,Street Vendor,No License,8807,2024-12-11,High Risk
INSP00451,Retail,Expired Product,7710,2024-09-29,High Risk
INSP00452,Restaurant,No License,2919,2024-04-04,High Risk
INSP00453,Restaurant,Poor Hygiene,746,2024-03-20,Medium Risk
INSP00454,Retail,Poor Hygiene,3570,2024-01-07,Medium Risk
INSP00455,Restaurant,No License,4804,2024-09-19,High Risk
INSP00456,Restaurant,Poor Hygiene,781,2024-01-04,Medium Risk
INSP00457,Retail,Poor Hygiene,673,2025-05-12,Medium Risk
INSP00458,Retail,No License,7969,2025-07-06,High Risk
INSP00459,Retail,No License,9393,2024-08-15,High Risk
INSP00460,Retail,Expired Product,1789,2025-03-31,High Risk
INSP00461,Retail,Poor Hygiene,3444,2024-11-18,Medium Risk
INSP00462,Restaurant,Poor Hygiene,1925,2024-12-26,Medium Risk
INSP00463,Restaurant,Poor Hygiene,8169,2024-10-04,Medium Risk
INSP00464,Restaurant,Poor Hygiene,3105,2024-07-14,Medium Risk
INSP00465,Street Vendor,Poor Hygiene,4126,2025-08-31,Medium Risk
INSP00466,Restaurant,Poor Hygiene,6990,2024-03-04,Medium Risk
INSP00467,Street Vendor,Poor Hygiene,1855,2025-08-21,Medium Risk
INSP00468,Retail,No License,1932,2024-01-23,High Risk
INSP00469,Retail,Expired Product,6251,2025-09-12,High Risk
INSP00470,Retail,No License,7564,2025-06-17,High Risk
INSP00471,Restaurant,Expired Product,2331,2024-06-18,High Risk
INSP00472,Street Vendor,Poor Hygiene,7877,2024-05-23,Medium Risk
INSP00473,Restaurant,Poor Hygiene,7517,2025-12-17,Medium Risk
INSP00474,Retail,Poor Hygiene,2890,2024-05-13,Medium Risk
INSP00475,Restaurant,Poor Hygiene,2400,2024-02-29,Medium Risk
INSP00476,Retail,Expired Product,5337,2024-03-11,High Risk
INSP00477,Restaurant,Poor Hygiene,6359,2024-03-18,Medium Risk
INSP00478,Restaurant,No License,6630,2024-02-18,High Risk
INSP00479,Restaurant,Expired Product,5657,2024-10-17,High Risk
INSP00480,Restaurant,Expired Product,6682,2025-04-19,High Risk
INSP00481,Retail,Poor Hygiene,3405,2025-12-07,Medium Risk
INSP00482,Restaurant,Poor Hygiene,9957,2024-05-08,Medium Risk
INSP00483,Street Vendor,Expired Product,9388,2024-11-28,High Risk
INSP00484,Retail,Poor Hygiene,9393,2025-11-07,Medium Risk
INSP00485,Retail,No License,5312,2024-04-25,High Risk
INSP00486,Street Vendor,Expired Product,8856,2025-08-29,High Risk
INSP00487,Street Vendor,No License,7888,2025-11-25,High Risk
INSP00488,Retail,No License,1809,2024-10-06,High Risk
INSP00489,Street Vendor,No License,3326,2025-04-11,High Risk
INSP00490,Retail,No License,3454,2024-01-29,High Risk
INSP00491,Restaurant,Expired Product,4380,2025-08-01,High Risk
INSP00492,Retail,No License,6338,2025-09-23,High Risk
INSP00493,Retail,No License,9516,2025-01-14,High Risk
INSP00494,Restaurant,No License,1615,2024-01-04,High Risk
INSP00495,Retail,Expired Product,9890,2025-03-12,High Risk
INSP00496,Restaurant,Expired Product,4947,2024-10-02,High Risk
INSP00497,Retail,Poor Hygiene,9605,2024-10-10,Medium Risk
INSP00498,Retail,No License,2212,2025-04-28,High Risk
INSP00499,Restaurant,Poor Hygiene,9744,2025-06-11,Medium Risk
INSP00500,Retail,Poor Hygiene,4535,2025-10-10,Medium Risk
INSP00501,Retail,No License,3757,2025-09-15,High Risk
INSP00502,Retail,Poor Hygiene,5217,2025-04-28,Medium Risk
INSP00503,Restaurant,No License,2136,2025-01-29,High Risk
INSP00504,Retail,Expired Product,7886,2024-02-14,High Risk
INSP00505,Street Vendor,No License,1068,2024-05-20,High Risk
INSP00506,Restaurant,Expired Product,8361,2024-08-23,High Risk
INSP00507,Street Vendor,Expired Product,7263,2025-03-30,High Risk
INSP00508,Restaurant,Expired Product,7511,2025-10-09,High Risk
INSP00509,Restaurant,Poor Hygiene,3424,2024-08-02,Medium Risk
INSP00510,Retail,No License,7498,2024-01-22,High Risk
INSP00511,Retail,No License,9624,2025-11-12,High Risk
INSP00512,Retail,No License,4320,2024-09-27,High Risk
INSP00513,Restaurant,Expired Product,7782,2025-12-14,High Risk
INSP00514,Retail,Expired Product,3257,2025-06-11,High Risk
INSP00515,Restaurant,No License,3740,2024-03-17,High Risk
INSP00516,Retail,Expired Product,8795,2025-01-14,High Risk
INSP00517,Retail,Poor Hygiene,9443,2025-02-26,Medium Risk
INSP00518,Street Vendor,Poor Hygiene,9686,2024-06-17,Medium Risk
INSP00519,Street Vendor,Expired Product,5086,2024-11-26,High Risk
INSP00520,Street Vendor,Poor Hygiene,2682,2024-06-03,Medium Risk
INSP00521,Restaurant,No License,6508,2025-10-05,High Risk
INSP00522,Retail,No License,3502,2025-02-15,High Risk
INSP00523,Street Vendor,No License,3143,2025-05-11,High Risk
INSP00524,Restaurant,No License,5612,2025-08-20,High Risk
INSP00525,Restaurant,No License,8903,2024-06-29,High Risk
INSP00526,Retail,No License,9640,2025-07-28,High Risk
INSP00527,Restaurant,Expired Product,3386,2025-08-24,High Risk
INSP00528,Restaurant,Expired Product,6926,2025-11-26,High Risk
INSP00529,Street Vendor,Expired Product,4535,2024-09-05,High Risk
INSP00530,Street Vendor,Expired Product,1133,2025-12-17,High Risk
INSP00531,Retail,Expired Product,1400,2025-05-12,High Risk
INSP00532,Restaurant,Expired Product,5692,2024-11-28,High Risk
INSP00533,Street Vendor,No License,9198,2025-07-22,High Risk
INSP00534,Street Vendor,Poor Hygiene,5055,2025-08-18,Medium Risk
INSP00535,Street Vendor,Expired Product,4675,2024-12-26,High Risk
INSP00536,Retail,No License,6960,2024-08-04,High Risk
INSP00537,Restaurant,Expired Product,5240,2024-08-05,High Risk
INSP00538,Street Vendor,Expired Product,2459,2024-03-25,High Risk
INSP00539,Restaurant,Poor Hygiene,4122,2025-03-22,Medium Risk
INSP00540,Street Vendor,No License,4739,2024-12-17,High Risk
INSP00541,Street Vendor,Expired Product,553,2024-05-22,High Risk
INSP00542,Restaurant,Expired Product,7972,2024-08-06,High Risk
INSP00543,Street Vendor,Poor Hygiene,5044,2025-09-27,Medium Risk
INSP00544,Restaurant,Poor Hygiene,9688,2024-06-06,Medium Risk
INSP00545,Restaurant,Expired Product,2478,2025-10-27,High Risk
INSP00546,Retail,Expired Product,9447,2024-04-27,High Risk
INSP00547,Street Vendor,Poor Hygiene,2417,2025-09-11,Medium Risk
INSP00548,Retail,Expired Product,6085,2025-05-04,High Risk
INSP00549,Retail,No License,8692,2024-04-30,High Risk
INSP00550,Retail,Expired Product,8579,2024-08-06,High Risk
INSP00551,Retail,Poor Hygiene,7458,2024-06-29,Medium Risk
INSP00552,Restaurant,Expired Product,4674,2024-01-10,High Risk
INSP00553,Retail,Poor Hygiene,4317,2024-04-28,Medium Risk
INSP00554,Restaurant,No License,527,2024-11-20,High Risk
INSP00555,Street Vendor,Poor Hygiene,7525,2025-08-08,Medium Risk
INSP00556,Restaurant,Expired Product,630,2025-01-15,High Risk
INSP00557,Retail,Expired Product,1997,2025-12-04,High Risk
INSP00558,Restaurant,Poor Hygiene,9501,2025-10-15,Medium Risk
INSP00559,Restaurant,Expired Product,8593,2024-03-11,High Risk
INSP00560,Restaurant,Expired Product,9964,2024-11-10,High Risk
INSP00561,Street Vendor,Poor Hygiene,4725,2025-04-11,Medium Risk
INSP00562,Street Vendor,Poor Hygiene,3136,2025-11-25,Medium Risk
INSP00563,Retail,Poor Hygiene,5313,2024-08-09,Medium Risk
INSP00564,Street Vendor,Poor Hygiene,3459,2025-12-16,Medium Risk
INSP00565,Street Vendor,No License,3322,2025-01-17,High Risk
INSP00566,Retail,Expired Product,2911,2024-08-23,High Risk
INSP00567,Retail,Expired Product,1427,2024-04-27,High Risk
INSP00568,Retail,Poor Hygiene,1978,2025-08-02,Medium Risk
INSP00569,Restaurant,No License,3810,2024-06-11,High Risk
INSP00570,Street Vendor,No License,3823,2024-08-31,High Risk
INSP00571,Retail,Poor Hygiene,3149,2024-08-06,Medium Risk
INSP00572,Street Vendor,No License,2709,2024-03-06,High Risk
INSP00573,Street Vendor,Expired Product,7645,2024-03-17,High Risk
INSP00574,Retail,Poor Hygiene,7539,2024-01-20,Medium Risk
INSP00575,Retail,Poor Hygiene,5584,2024-05-07,Medium Risk
INSP00576,Street Vendor,Poor Hygiene,8863,2024-06-13,Medium Risk
INSP00577,Street Vendor,No License,6279,2025-08-09,High Risk
INSP00578,Retail,No License,9255,2024-08-09,High Risk
INSP00579,Retail,No License,5693,2024-03-05,High Risk
INSP00580,Retail,No License,4478,2024-03-06,High Risk
INSP00581,Retail,No License,7196,2024-12-19,High Risk
INSP00582,Retail,Poor Hygiene,8463,2025-05-16,Medium Risk
INSP00583,Street Vendor,Expired Product,691,2025-08-23,High Risk
INSP00584,Restaurant,Expired Product,7063,2024-07-26,High Risk
INSP00585,Street Vendor,No License,3164,2025-12-17,High Risk
INSP00586,Street Vendor,Poor Hygiene,1986,2024-01-24,Medium Risk
INSP00587,Retail,No License,5055,2025-10-22,High Risk
INSP00588,Restaurant,No License,9254,2025-10-05,High Risk
INSP00589,Street Vendor,No License,3481,2025-01-02,High Risk
INSP00590,Street Vendor,No License,760,2025-03-06,High Risk
INSP00591,Retail,Expired Product,4006,2025-03-30,High Risk
INSP00592,Street Vendor,Expired Product,9412,2025-03-23,High Risk
INSP00593,Restaurant,Poor Hygiene,8980,2024-10-29,Medium Risk
INSP00594,Street Vendor,Poor Hygiene,5516,2024-01-05,Medium Risk
INSP00595,Restaurant,No License,7323,2025-05-06,High Risk
INSP00596,Restaurant,No License,8374,2024-08-13,High Risk
INSP00597,Restaurant,Expired Product,9566,2025-10-19,High Risk
INSP00598,Restaurant,Poor Hygiene,8147,2024-06-30,Medium Risk
INSP00599,Street Vendor,Poor Hygiene,6914,2024-02-29,Medium Risk
INSP00600,Restaurant,Poor Hygiene,6857,2024-11-25,Medium Risk
INSP00601,Street Vendor,Poor Hygiene,5647,2025-08-04,Medium Risk
INSP00602,Street Vendor,Expired Product,5049,2024-09-21,High Risk
INSP00603,Retail,Poor Hygiene,9761,2024-02-17,Medium Risk
INSP00604,Retail,No License,4243,2024-12-12,High Risk
INSP00605,Retail,Poor Hygiene,6219,2025-09-16,Medium Risk
INSP00606,Street Vendor,No License,2671,2025-04-30,High Risk
INSP00607,Retail,No License,8007,2025-12-17,High Risk
INSP00608,Restaurant,Poor Hygiene,1537,2025-03-27,Medium Risk
INSP00609,Street Vendor,Expired Product,3192,2025-08-10,High Risk
INSP00610,Retail,No License,9280,2024-08-21,High Risk
INSP00611,Retail,No License,7648,2024-08-28,High Risk
INSP00612,Retail,Poor Hygiene,4016,2024-02-06,Medium Risk
INSP00613,Street Vendor,Expired Product,6972,2025-07-12,High Risk
INSP00614,Restaurant,Poor Hygiene,1941,2024-09-30,Medium Risk
INSP00615,Restaurant,Expired Product,2690,2024-10-25,High Risk
INSP00616,Street Vendor,Poor Hygiene,5613,2024-09-20,Medium Risk
INSP00617,Restaurant,No License,9369,2024-10-01,High Risk
INSP00618,Restaurant,No License,3634,2025-02-13,High Risk
INSP00619,Retail,No License,4836,2024-03-21,High Risk
INSP00620,Street Vendor,No License,7152,2025-04-15,High Risk
INSP00621,Street Vendor,Expired Product,945,2025-08-18,High Risk
INSP00622,Restaurant,Poor Hygiene,6386,2024-12-05,Medium Risk
INSP00623,Retail,No License,3107,2025-02-14,High Risk
INSP00624,Restaurant,Expired Product,6351,2025-03-02,High Risk
INSP00625,Restaurant,Expired Product,3358,2024-11-04,High Risk
INSP00626,Restaurant,No License,3254,2025-11-14,High Risk
INSP00627,Retail,Expired Product,7400,2024-06-11,High Risk
INSP00628,Retail,Expired Product,8853,2024-08-07,High Risk
INSP00629,Restaurant,No License,3438,2024-10-25,High Risk
INSP00630,Restaurant,Expired Product,9257,2025-01-27,High Risk
INSP00631,Retail,Poor Hygiene,8312,2025-02-13,Medium Risk
INSP00632,Retail,Poor Hygiene,8097,2025-06-29,Medium Risk
INSP00633,Retail,Expired Product,9054,2024-05-03,High Risk
INSP00634,Street Vendor,Poor Hygiene,7338,2025-11-06,Medium Risk
INSP00635,Street Vendor,Poor Hygiene,9254,2025-07-07,Medium Risk
INSP00636,Restaurant,No License,1797,2024-04-16,High Risk
INSP00637,Retail,Poor Hygiene,8662,2025-12-23,Medium Risk
INSP00638,Retail,No License,3463,2024-07-07,High Risk
INSP00639,Street Vendor,Poor Hygiene,3480,2024-09-27,Medium Risk
INSP00640,Street Vendor,Expired Product,4550,2025-12-15,High Risk
INSP00641,Street Vendor,Expired Product,2839,2025-07-19,High Risk
INSP00642,Retail,Poor Hygiene,7032,2025-09-27,Medium Risk
INSP00643,Street Vendor,Expired Product,2267,2025-02-05,High Risk
INSP00644,Restaurant,Poor Hygiene,5182,2024-07-15,Medium Risk
INSP00645,Retail,Poor Hygiene,9208,2025-11-25,Medium Risk
INSP00646,Street Vendor,Poor Hygiene,7167,2025-07-05,Medium Risk
INSP00647,Retail,Expired Product,1312,2025-09-11,High Risk
INSP00648,Street Vendor,Expired Product,1812,2024-01-01,High Risk
INSP00649,Retail,Poor Hygiene,9041,2025-07-22,Medium Risk
INSP00650,Retail,No License,1617,2025-02-02,High Risk
INSP00651,Retail,Expired Product,8413,2024-02-27,High Risk
INSP00652,Restaurant,Expired Product,9056,2025-12-06,High Risk
INSP00653,Retail,Poor Hygiene,7864,2024-09-16,Medium Risk
INSP00654,Retail,Poor Hygiene,6235,2024-10-21,Medium Risk
INSP00655,Restaurant,No License,4715,2024-04-21,High Risk
INSP00656,Street Vendor,Poor Hygiene,4722,2024-11-18,Medium Risk
INSP00657,Restaurant,Expired Product,9290,2025-06-10,High Risk
INSP00658,Restaurant,Expired Product,2502,2024-01-06,High Risk
INSP00659,Restaurant,Poor Hygiene,3013,2025-06-03,Medium Risk
INSP00660,Retail,Poor Hygiene,5843,2025-03-27,Medium Risk
INSP00661,Restaurant,Poor Hygiene,9212,2025-10-12,Medium Risk
INSP00662,Street Vendor,Poor Hygiene,1662,2024-02-04,Medium Risk
INSP00663,Retail,No License,9698,2024-02-27,High Risk
INSP00664,Retail,Poor Hygiene,6447,2024-06-11,Medium Risk
INSP00665,Retail,Expired Product,8927,2025-10-31,High Risk
INSP00666,Retail,No License,1029,2025-11-02,High Risk
INSP00667,Street Vendor,Expired Product,6965,2024-09-18,High Risk
INSP00668,Street Vendor,Poor Hygiene,3642,2024-12-06,Medium Risk
INSP00669,Restaurant,Expired Product,7911,2024-12-23,High Risk
INSP00670,Retail,Expired Product,8753,2025-06-02,High Risk
INSP00671,Restaurant,Expired Product,6807,2024-11-16,High Risk
INSP00672,Retail,No License,4140,2025-02-19,High Risk
INSP00673,Restaurant,Poor Hygiene,7846,2024-05-25,Medium Risk
INSP00674,Restaurant,Expired Product,7602,2024-06-05,High Risk
INSP00675,Retail,Expired Product,6845,2025-10-01,High Risk
INSP00676,Street Vendor,Expired Product,9369,2024-10-28,High Risk
INSP00677,Street Vendor,No License,5195,2025-01-24,High Risk
INSP00678,Street Vendor,Expired Product,5740,2025-03-14,High Risk
INSP00679,Restaurant,Expired Product,8285,2024-12-21,High Risk
INSP00680,Retail,Poor Hygiene,2947,2025-10-14,Medium Risk
INSP00681,Street Vendor,Expired Product,9032,2024-07-12,High Risk
INSP00682,Retail,Poor Hygiene,4731,2025-12-29,Medium Risk
INSP00683,Street Vendor,Expired Product,8063,2024-07-09,High Risk
INSP00684,Retail,Expired Product,6012,2025-10-20,High Risk
INSP00685,Restaurant,Expired Product,1157,2024-08-12,High Risk
INSP00686,Restaurant,Poor Hygiene,8033,2025-01-19,Medium Risk
INSP00687,Restaurant,Expired Product,1556,2024-07-09,High Risk
INSP00688,Restaurant,Poor Hygiene,9635,2025-06-09,Medium Risk
INSP00689,Street Vendor,Expired Product,8224,2024-07-16,High Risk
INSP00690,Restaurant,Expired Product,1508,2025-12-27,High Risk
INSP00691,Street Vendor,No License,6692,2024-02-17,High Risk
INSP00692,Street Vendor,Poor Hygiene,2217,2024-04-27,Medium Risk
INSP00693,Restaurant,Poor Hygiene,1207,2024-06-14,Medium Risk
INSP00694,Restaurant,No License,1181,2025-03-13,High Risk
INSP00695,Retail,No License,5739,2025-04-15,High Risk
INSP00696,Restaurant,Poor Hygiene,8409,2024-03-21,Medium Risk
INSP00697,Street Vendor,Poor Hygiene,617,2025-08-15,Medium Risk
INSP00698,Restaurant,No License,6122,2025-11-01,High Risk
INSP00699,Restaurant,No License,8857,2025-06-17,High Risk
INSP00700,Retail,No License,856,2024-03-31,High Risk
INSP00701,Restaurant,No License,5113,2024-01-31,High Risk
INSP00702,Retail,Poor Hygiene,1456,2024-03-25,Medium Risk
INSP00703,Street Vendor,Expired Product,3367,2024-07-19,High Risk
INSP00704,Street Vendor,No License,9312,2024-06-17,High Risk
INSP00705,Retail,No License,5640,2024-04-13,High Risk
INSP00706,Restaurant,Poor Hygiene,9116,2024-10-27,Medium Risk
INSP00707,Street Vendor,Poor Hygiene,4455,2025-01-23,Medium Risk
INSP00708,Street Vendor,No License,4819,2025-04-03,High Risk
INSP00709,Street Vendor,No License,2648,2024-11-03,High Risk
INSP00710,Retail,Expired Product,4920,2025-07-17,High Risk
INSP00711,Restaurant,Expired Product,5155,2024-06-27,High Risk
INSP00712,Retail,Poor Hygiene,7482,2024-02-17,Medium Risk
INSP00713,Street Vendor,No License,9767,2025-10-10,High Risk
INSP00714,Retail,Poor Hygiene,9232,2025-03-04,Medium Risk
INSP00715,Street Vendor,Poor Hygiene,982,2024-01-22,Medium Risk
INSP00716,Restaurant,No License,2273,2025-03-15,High Risk
INSP00717,Retail,Expired Product,6880,2024-03-08,High Risk
INSP00718,Street Vendor,No License,4432,2024-03-30,High Risk
INSP00719,Retail,Expired Product,4493,2025-12-02,High Risk
INSP00720,Retail,No License,1067,2024-10-13,High Risk
INSP00721,Restaurant,No License,7316,2025-04-30,High Risk
INSP00722,Restaurant,No License,5084,2024-01-16,High Risk
INSP00723,Restaurant,No License,7981,2025-01-22,High Risk
INSP00724,Restaurant,Expired Product,5954,2025-09-13,High Risk
INSP00725,Street Vendor,Expired Product,1043,2025-03-14,High Risk
INSP00726,Street Vendor,Expired Product,3868,2024-05-29,High Risk
INSP00727,Retail,Expired Product,8935,2024-10-05,High Risk
INSP00728,Retail,Expired Product,2588,2025-09-25,High Risk
INSP00729,Street Vendor,Expired Product,3515,2024-11-25,High Risk
INSP00730,Restaurant,Poor Hygiene,4988,2025-09-14,Medium Risk
INSP00731,Retail,Poor Hygiene,6372,2025-11-01,Medium Risk
INSP00732,Retail,Poor Hygiene,9053,2024-09-04,Medium Risk
INSP00733,Street Vendor,No License,4454,2024-05-05,High Risk
INSP00734,Retail,Expired Product,8230,2024-09-22,High Risk
INSP00735,Street Vendor,No License,6950,2025-01-10,High Risk
INSP00736,Restaurant,Poor Hygiene,2222,2024-03-18,Medium Risk
INSP00737,Restaurant,No License,7380,2024-11-24,High Risk
INSP00738,Restaurant,No License,1023,2025-09-01,High Risk
INSP00739,Retail,No License,3384,2024-10-08,High Risk
INSP00740,Restaurant,No License,3988,2025-01-30,High Risk
INSP00741,Street Vendor,Expired Product,1894,2024-06-22,High Risk
INSP00742,Street Vendor,No License,2031,2024-03-28,High Risk
INSP00743,Street Vendor,Poor Hygiene,6041,2024-09-06,Medium Risk
