CaseID,DistrictID,Date,CaseType,PatientCount,SeverityLevel
HC00536,22,9/24/2025,Food Poisoning,12,2
HC00537,4,6/4/2025,Typhoid,31,3
HC00538,6,12/8/2024,Food Poisoning,31,3
HC00539,5,2/8/2025,Diarrheal Disease,31,1
HC00540,21,6/13/2025,Typhoid,34,4
HC00541,17,6/14/2024,Typhoid,3,3
HC00542,14,6/10/2024,Diarrheal Disease,29,5
HC00543,15,7/23/2025,Food Poisoning,22,4
HC00544,16,5/16/2024,Typhoid,27,5
HC00545,11,1/29/2025,Food Poisoning,13,5
HC00546,15,5/12/2024,Food Poisoning,3,4
HC00547,13,2/26/2024,Typhoid,39,4
HC00548,7,9/4/2025,Typhoid,24,5
HC00549,7,11/11/2025,Diarrheal Disease,39,5
HC00550,17,9/8/2025,Diarrheal Disease,26,1
HC00551,22,3/8/2025,Diarrheal Disease,13,2
HC00552,21,11/27/2025,Food Poisoning,12,2
HC00553,4,7/14/2024,Diarrheal Disease,38,5
HC00554,25,4/29/2025,Typhoid,2,2
HC00555,9,9/8/2025,Typhoid,24,3
HC00556,6,7/23/2024,Typhoid,26,2
HC00557,13,1/30/2025,Food Poisoning,27,5
HC00558,16,1/16/2025,Diarrheal Disease,1,1
HC00559,21,4/1/2025,Diarrheal Disease,4,4
HC00560,14,12/17/2025,Typhoid,14,5
HC00561,7,3/12/2024,Diarrheal Disease,20,4
HC00562,18,1/15/2025,Typhoid,24,2
HC00563,9,3/11/2024,Food Poisoning,13,1
HC00564,4,3/18/2025,Food Poisoning,29,5
HC00565,10,10/20/2024,Food Poisoning,31,5
HC00566,25,8/7/2024,Food Poisoning,14,3
HC00567,3,6/25/2024,Diarrheal Disease,22,5
HC00568,24,8/26/2024,Food Poisoning,38,4
HC00569,22,2/27/2024,Diarrheal Disease,23,2
HC00570,17,9/23/2024,Typhoid,10,3
HC00571,15,7/30/2024,Food Poisoning,13,2
HC00572,5,4/2/2025,Food Poisoning,5,2
HC00573,11,8/19/2024,Food Poisoning,17,1
HC00574,26,9/22/2025,Diarrheal Disease,25,5
HC00575,18,12/8/2025,Diarrheal Disease,22,2
HC00576,2,8/30/2024,Typhoid,24,4
HC00577,26,3/29/2025,Diarrheal Disease,17,5
HC00578,20,3/30/2025,Typhoid,24,1
HC00579,9,2/1/2024,Diarrheal Disease,27,2
HC00580,1,11/22/2025,Food Poisoning,3,1
HC00581,24,12/31/2024,Food Poisoning,28,1
HC00582,4,3/5/2025,Food Poisoning,7,3
HC00583,3,1/29/2025,Food Poisoning,23,2
HC00584,12,7/9/2024,Food Poisoning,29,3
HC00585,3,8/30/2024,Diarrheal Disease,7,2
HC00586,16,4/1/2024,Food Poisoning,29,4
HC00587,10,12/20/2024,Diarrheal Disease,39,4
HC00588,19,7/7/2024,Food Poisoning,18,5
HC00589,9,4/24/2025,Diarrheal Disease,10,1
HC00590,1,9/7/2025,Typhoid,5,4
HC00591,10,11/23/2024,Diarrheal Disease,12,5
HC00592,26,2/21/2024,Diarrheal Disease,20,1
HC00593,10,1/29/2025,Diarrheal Disease,9,2
HC00594,17,9/17/2024,Food Poisoning,14,1
HC00595,16,7/18/2025,Diarrheal Disease,11,5
HC00596,20,11/28/2024,Diarrheal Disease,38,2
HC00597,16,6/12/2025,Typhoid,35,1
HC00598,11,10/7/2024,Typhoid,37,5
HC00599,5,6/29/2024,Typhoid,37,2
HC00600,4,10/23/2024,Diarrheal Disease,19,5
HC00601,7,8/17/2024,Food Poisoning,10,2
HC00602,20,8/2/2025,Food Poisoning,23,4
HC00603,20,9/13/2025,Typhoid,23,2
HC00604,9,10/20/2024,Typhoid,4,3
HC00605,5,1/18/2025,Typhoid,4,3
HC00606,22,6/13/2025,Diarrheal Disease,3,4
HC00607,4,8/3/2024,Food Poisoning,28,4
HC00608,15,2/25/2024,Typhoid,6,2
HC00609,11,8/29/2024,Diarrheal Disease,37,5
HC00610,10,9/19/2024,Food Poisoning,20,1
HC00611,16,7/3/2025,Food Poisoning,29,2
HC00612,3,12/3/2025,Food Poisoning,20,1
HC00613,16,8/3/2025,Food Poisoning,14,2
HC00614,11,3/7/2024,Diarrheal Disease,20,3
HC00615,11,8/9/2025,Food Poisoning,31,2
HC00616,19,11/1/2025,Food Poisoning,33,4
HC00617,13,3/15/2025,Diarrheal Disease,37,1
HC00618,6,9/11/2025,Diarrheal Disease,1,4
HC00619,11,12/1/2025,Diarrheal Disease,12,3
HC00620,8,3/12/2024,Typhoid,10,2
HC00621,6,4/23/2024,Diarrheal Disease,32,1
HC00622,13,10/6/2025,Diarrheal Disease,26,4
HC00623,12,7/31/2025,Food Poisoning,13,2
HC00624,12,9/29/2024,Food Poisoning,24,3
HC00625,4,1/1/2024,Diarrheal Disease,11,1
HC00626,5,4/25/2024,Food Poisoning,2,3
HC00627,19,9/5/2024,Diarrheal Disease,26,1
HC00628,5,12/31/2024,Typhoid,7,5
HC00629,1,2/20/2024,Food Poisoning,25,3
HC00630,13,12/10/2025,Typhoid,11,2
HC00631,20,7/29/2025,Diarrheal Disease,15,4
HC00632,10,10/12/2024,Food Poisoning,34,3
HC00633,22,6/25/2025,Diarrheal Disease,39,4
HC00634,9,6/18/2024,Food Poisoning,28,1
HC00635,12,6/14/2025,Typhoid,38,5
HC00636,16,7/4/2024,Food Poisoning,33,5
HC00637,6,5/8/2024,Food Poisoning,29,2
HC00638,19,2/5/2024,Diarrheal Disease,31,3
HC00639,19,1/3/2024,Diarrheal Disease,2,2
HC00640,16,7/2/2025,Typhoid,7,4
HC00641,19,5/4/2024,Food Poisoning,14,2
HC00642,16,9/11/2024,Diarrheal Disease,28,5
HC00643,10,11/15/2024,Food Poisoning,31,5
HC00644,12,5/31/2024,Typhoid,21,4
HC00645,4,1/23/2024,Food Poisoning,6,5
HC00646,4,9/30/2024,Food Poisoning,18,4
HC00647,24,4/11/2024,Food Poisoning,24,3
HC00648,4,2/3/2025,Diarrheal Disease,5,3
HC00649,14,7/10/2025,Typhoid,10,4
HC00650,11,11/13/2024,Diarrheal Disease,24,1
HC00651,6,10/21/2025,Typhoid,15,4
HC00652,1,2/18/2024,Typhoid,29,1
HC00653,7,2/10/2024,Diarrheal Disease,1,3
HC00654,2,1/29/2024,Diarrheal Disease,2,3
HC00655,7,7/7/2024,Food Poisoning,11,5
HC00656,2,10/20/2025,Typhoid,34,4
HC00657,26,1/9/2024,Typhoid,5,1
HC00658,1,1/4/2025,Diarrheal Disease,36,1
HC00659,26,3/29/2024,Typhoid,6,5
HC00660,11,6/7/2025,Typhoid,5,1
HC00661,12,7/31/2024,Diarrheal Disease,25,5
HC00662,17,10/12/2025,Typhoid,19,5
HC00663,24,6/17/2025,Diarrheal Disease,32,1
HC00664,20,1/9/2025,Diarrheal Disease,8,4
HC00665,21,10/24/2024,Food Poisoning,27,1
HC00666,6,1/17/2024,Diarrheal Disease,30,5
HC00667,4,11/30/2025,Food Poisoning,38,1
HC00668,15,2/20/2025,Typhoid,23,2
HC00669,5,10/20/2025,Diarrheal Disease,9,4
HC00670,19,7/1/2025,Food Poisoning,20,2
HC00671,3,8/22/2024,Typhoid,29,5
HC00672,7,9/10/2024,Diarrheal Disease,17,1
HC00673,17,1/9/2024,Typhoid,16,5
HC00674,3,2/18/2024,Diarrheal Disease,36,3
HC00675,20,11/9/2024,Typhoid,32,4
HC00676,22,9/28/2025,Typhoid,19,3
HC00677,23,3/30/2025,Typhoid,30,2
HC00678,1,11/24/2024,Typhoid,37,3
HC00679,3,2/21/2025,Diarrheal Disease,30,5
HC00680,14,2/7/2024,Diarrheal Disease,12,2
HC00681,25,2/8/2024,Diarrheal Disease,3,3
HC00682,19,2/4/2025,Diarrheal Disease,29,4
HC00683,1,1/24/2025,Food Poisoning,38,5
HC00684,6,10/12/2024,Diarrheal Disease,26,4
HC00685,9,2/27/2024,Diarrheal Disease,15,2
HC00686,5,3/20/2025,Diarrheal Disease,4,4
HC00687,23,10/29/2025,Typhoid,36,5
HC00688,10,12/10/2024,Typhoid,37,5
HC00689,4,7/10/2025,Food Poisoning,5,4
HC00690,23,3/22/2025,Food Poisoning,25,3
HC00691,22,1/6/2025,Typhoid,16,4
HC00692,23,3/25/2025,Typhoid,32,2
HC00693,23,5/24/2024,Food Poisoning,25,1
HC00694,20,7/2/2025,Typhoid,3,2
HC00695,14,1/21/2025,Diarrheal Disease,26,4
HC00696,11,9/5/2025,Typhoid,26,5
HC00697,3,6/18/2024,Food Poisoning,34,5
HC00698,16,9/4/2024,Typhoid,7,5
HC00699,5,9/24/2024,Diarrheal Disease,26,2
HC00700,12,10/10/2025,Diarrheal Disease,11,5
HC00701,2,7/27/2025,Typhoid,6,5
HC00702,13,2/9/2025,Diarrheal Disease,4,3
HC00703,5,8/5/2024,Food Poisoning,16,1
HC00704,12,8/3/2025,Food Poisoning,1,5
HC00705,23,12/2/2024,Diarrheal Disease,15,3
HC00706,3,12/6/2024,Food Poisoning,26,4
HC00707,8,5/20/2024,Diarrheal Disease,5,3
HC00708,19,12/16/2025,Typhoid,23,5
HC00709,22,1/13/2025,Typhoid,6,2
HC00710,25,5/22/2025,Typhoid,15,3
HC00711,18,12/5/2025,Typhoid,38,3
HC00712,10,11/12/2024,Typhoid,20,5
HC00713,22,7/20/2024,Typhoid,16,5
HC00714,12,8/2/2024,Typhoid,26,5
HC00715,15,4/1/2024,Typhoid,20,4
HC00716,14,4/11/2024,Food Poisoning,7,2
HC00717,3,7/22/2025,Food Poisoning,13,3
HC00718,12,5/27/2024,Diarrheal Disease,33,4
HC00719,1,12/26/2025,Typhoid,32,2
HC00720,1,9/17/2024,Diarrheal Disease,26,5
HC00721,24,5/10/2024,Food Poisoning,33,3
HC00722,21,10/10/2024,Diarrheal Disease,29,3
HC00723,19,3/17/2025,Food Poisoning,15,1
HC00724,20,9/18/2024,Diarrheal Disease,37,3
HC00725,20,10/23/2024,Food Poisoning,28,2
HC00726,23,10/22/2025,Diarrheal Disease,24,2
HC00727,10,10/25/2024,Food Poisoning,16,3
HC00728,4,6/7/2025,Diarrheal Disease,26,2
HC00729,22,11/14/2025,Food Poisoning,3,2
HC00730,26,1/17/2024,Typhoid,11,4
HC00731,12,8/15/2024,Diarrheal Disease,5,2
HC00732,2,9/23/2025,Food Poisoning,29,4
HC00733,24,9/15/2024,Food Poisoning,20,1
HC00734,3,3/24/2025,Typhoid,37,3
HC00735,4,7/5/2024,Typhoid,38,3
HC00736,2,2/1/2024,Diarrheal Disease,38,2
HC00737,9,2/13/2024,Diarrheal Disease,5,5
HC00738,19,9/17/2025,Typhoid,29,3
HC00739,11,6/22/2025,Food Poisoning,4,4
HC00740,18,2/16/2024,Food Poisoning,32,1
HC00741,10,8/26/2024,Food Poisoning,31,1
HC00742,9,10/13/2024,Typhoid,35,1
HC00743,13,9/27/2024,Diarrheal Disease,36,4
HC00744,21,1/21/2025,Typhoid,38,3
HC00745,25,5/18/2025,Typhoid,37,1
HC00746,8,1/19/2024,Typhoid,31,3
HC00747,21,5/28/2025,Food Poisoning,14,4
HC00748,20,9/1/2025,Food Poisoning,27,3
HC00749,22,3/16/2024,Food Poisoning,23,1
HC00750,20,3/31/2025,Food Poisoning,39,3
HC00751,11,3/15/2025,Typhoid,23,1
HC00752,5,3/27/2024,Typhoid,5,3
HC00753,25,8/14/2024,Food Poisoning,15,1
HC00754,18,7/28/2025,Typhoid,5,4
HC00755,22,8/7/2024,Diarrheal Disease,20,1
HC00756,5,10/12/2025,Typhoid,2,3
HC00757,20,1/3/2025,Diarrheal Disease,23,3
HC00758,24,11/26/2024,Food Poisoning,14,3
HC00759,18,12/16/2024,Diarrheal Disease,8,1
HC00760,3,1/29/2025,Food Poisoning,11,2
HC00761,22,4/7/2024,Food Poisoning,37,3
HC00762,13,4/27/2025,Food Poisoning,33,3
HC00763,19,1/30/2025,Food Poisoning,10,4
HC00764,14,1/30/2024,Typhoid,26,2
HC00765,3,2/4/2025,Typhoid,15,5
HC00766,4,10/31/2025,Food Poisoning,24,5
HC00767,3,11/1/2024,Diarrheal Disease,37,2
HC00768,2,1/20/2024,Typhoid,18,3
HC00769,17,8/15/2024,Food Poisoning,1,1
HC00770,16,1/8/2024,Diarrheal Disease,36,2
HC00771,5,5/11/2024,Diarrheal Disease,24,5
HC00772,25,7/10/2024,Diarrheal Disease,32,5
HC00773,2,7/7/2024,Food Poisoning,9,1
HC00774,15,8/22/2024,Diarrheal Disease,2,2
HC00775,19,6/29/2024,Diarrheal Disease,15,4
HC00776,15,5/17/2024,Food Poisoning,12,2
HC00777,12,6/22/2024,Diarrheal Disease,12,4
HC00778,10,1/31/2025,Typhoid,9,1
HC00779,15,3/3/2025,Diarrheal Disease,3,4
HC00780,25,10/28/2025,Food Poisoning,11,1
HC00781,20,3/31/2025,Food Poisoning,20,4
HC00782,13,1/24/2025,Typhoid,23,4
HC00783,25,8/7/2024,Diarrheal Disease,5,5
HC00784,14,4/16/2025,Typhoid,36,1
HC00785,3,6/14/2025,Typhoid,19,3
HC00786,26,3/8/2024,Typhoid,21,3
HC00787,22,2/28/2024,Typhoid,15,1
HC00788,7,6/11/2024,Food Poisoning,21,3
HC00789,19,4/12/2025,Typhoid,22,2
HC00790,3,1/14/2024,Food Poisoning,27,3
HC00791,17,10/1/2025,Food Poisoning,38,4
HC00792,8,10/13/2024,Diarrheal Disease,16,2
HC00793,19,2/21/2025,Typhoid,27,3
HC00794,20,3/31/2024,Food Poisoning,37,3
HC00795,2,5/7/2025,Food Poisoning,37,2
HC00796,25,7/15/2025,Food Poisoning,32,5
HC00797,26,1/26/2024,Diarrheal Disease,11,2
HC00798,1,2/20/2025,Diarrheal Disease,2,5
HC00799,10,6/23/2025,Diarrheal Disease,11,5
HC00800,19,8/21/2024,Diarrheal Disease,7,2
HC00801,13,8/3/2025,Typhoid,23,4
HC00802,17,6/23/2024,Diarrheal Disease,39,4
HC00803,3,8/24/2025,Diarrheal Disease,18,1
HC00804,8,3/22/2025,Diarrheal Disease,8,2
HC00805,11,6/9/2025,Typhoid,4,3
HC00806,8,11/6/2024,Food Poisoning,14,2
HC00807,7,5/13/2024,Food Poisoning,32,1
HC00808,22,9/14/2025,Diarrheal Disease,24,4
HC00809,18,11/15/2025,Diarrheal Disease,33,2
HC00810,18,4/23/2025,Food Poisoning,13,2
HC00811,6,12/5/2024,Typhoid,4,5
HC00812,16,11/5/2025,Typhoid,29,1
HC00813,11,1/30/2025,Food Poisoning,31,3
HC00814,20,9/25/2025,Typhoid,20,2
HC00815,26,3/31/2025,Diarrheal Disease,25,1
HC00816,7,1/4/2024,Diarrheal Disease,18,4
HC00817,10,5/20/2024,Food Poisoning,24,4
HC00818,13,1/15/2025,Food Poisoning,19,2
HC00819,2,1/31/2025,Food Poisoning,16,3
HC00820,3,4/27/2024,Food Poisoning,16,2
HC00821,17,3/12/2024,Diarrheal Disease,24,4
HC00822,14,10/29/2025,Diarrheal Disease,12,1
HC00823,17,9/26/2025,Food Poisoning,17,5
HC00824,19,2/3/2025,Diarrheal Disease,39,3
HC00825,20,3/26/2024,Typhoid,37,1
HC00826,15,8/11/2024,Diarrheal Disease,31,3
HC00827,3,4/2/2025,Typhoid,17,2
HC00828,24,2/13/2025,Diarrheal Disease,13,5
HC00829,11,3/3/2025,Food Poisoning,31,2
HC00830,11,12/12/2025,Diarrheal Disease,21,3
HC00831,23,3/27/2025,Typhoid,8,1
HC00832,18,5/19/2024,Food Poisoning,1,3
HC00833,7,7/31/2025,Typhoid,30,1
HC00834,11,10/20/2024,Diarrheal Disease,38,2
HC00835,8,2/18/2024,Food Poisoning,34,4
HC00836,14,2/19/2024,Diarrheal Disease,26,2
HC00837,12,11/12/2024,Diarrheal Disease,31,4
HC00838,3,10/3/2025,Food Poisoning,21,5
HC00839,21,8/3/2025,Diarrheal Disease,13,1
HC00840,19,4/8/2024,Typhoid,37,5
HC00841,26,10/14/2025,Diarrheal Disease,15,2
HC00842,7,10/31/2024,Diarrheal Disease,34,5
HC00843,18,4/28/2025,Typhoid,24,1
HC00844,14,4/16/2024,Food Poisoning,10,3
HC00845,23,7/29/2025,Typhoid,4,2
HC00846,19,3/8/2025,Food Poisoning,3,5
HC00847,21,9/6/2024,Diarrheal Disease,21,5
HC00848,2,5/23/2025,Food Poisoning,22,3
HC00849,16,9/23/2024,Food Poisoning,5,1
HC00850,23,9/23/2025,Typhoid,12,3
HC00851,2,7/18/2025,Diarrheal Disease,20,1
HC00852,11,9/30/2025,Diarrheal Disease,17,5
HC00853,13,1/4/2025,Diarrheal Disease,18,2
HC00854,2,4/17/2024,Typhoid,7,1
HC00855,3,12/16/2024,Diarrheal Disease,38,1
HC00856,15,3/2/2024,Diarrheal Disease,21,3
HC00857,20,8/28/2025,Food Poisoning,11,5
HC00858,22,1/4/2024,Typhoid,9,3
HC00859,23,5/23/2024,Diarrheal Disease,27,5
HC00860,17,9/4/2024,Food Poisoning,22,4
HC00861,8,12/23/2025,Typhoid,21,4
HC00862,26,8/25/2025,Diarrheal Disease,10,3
HC00863,24,8/24/2024,Typhoid,13,5
HC00864,19,12/4/2024,Diarrheal Disease,9,4
HC00865,1,12/29/2025,Typhoid,10,2
HC00866,1,9/30/2024,Typhoid,5,4
HC00867,15,5/25/2025,Diarrheal Disease,17,3
HC00868,12,9/4/2024,Diarrheal Disease,27,5
HC00869,7,8/9/2025,Typhoid,25,1
HC00870,13,7/26/2024,Diarrheal Disease,35,4
HC00871,9,7/30/2025,Typhoid,35,2
HC00872,9,6/29/2025,Food Poisoning,2,2
HC00873,23,7/15/2025,Typhoid,27,2
HC00874,7,4/15/2024,Food Poisoning,6,5
HC00875,20,1/7/2024,Diarrheal Disease,35,1
HC00876,16,5/24/2024,Typhoid,13,3
HC00877,2,3/9/2025,Typhoid,13,1
HC00878,24,3/12/2024,Typhoid,8,5
HC00879,14,10/21/2024,Food Poisoning,14,3
HC00880,2,1/2/2025,Diarrheal Disease,6,3
HC00881,1,7/17/2025,Food Poisoning,20,2
HC00882,17,5/29/2024,Food Poisoning,20,5
HC00883,2,3/20/2024,Diarrheal Disease,10,2
HC00884,24,6/5/2025,Diarrheal Disease,19,3
HC00885,24,11/29/2024,Diarrheal Disease,31,3
HC00886,12,11/24/2024,Food Poisoning,37,3
HC00887,15,10/20/2025,Food Poisoning,15,4
HC00888,20,2/6/2024,Food Poisoning,4,3
HC00889,16,10/10/2024,Food Poisoning,11,3
HC00890,25,10/26/2024,Diarrheal Disease,39,2
HC00891,16,6/8/2024,Typhoid,32,5
HC00892,14,2/3/2025,Diarrheal Disease,25,4
HC00893,24,5/15/2024,Typhoid,37,2
HC00894,20,5/26/2024,Diarrheal Disease,4,1
HC00895,23,5/4/2025,Typhoid,12,5
HC00896,8,1/29/2024,Food Poisoning,16,3
HC00897,17,7/13/2025,Diarrheal Disease,17,2
HC00898,14,3/31/2025,Food Poisoning,14,4
HC00899,23,11/6/2024,Diarrheal Disease,21,1
HC00900,25,1/15/2024,Typhoid,29,5
HC00901,21,6/25/2024,Typhoid,19,4
HC00902,5,4/26/2025,Typhoid,23,4
HC00903,25,2/5/2024,Typhoid,9,5
HC00904,4,8/8/2025,Food Poisoning,18,4
HC00905,23,10/31/2025,Food Poisoning,24,2
HC00906,1,12/14/2025,Typhoid,14,4
HC00907,19,10/3/2025,Food Poisoning,5,3
HC00908,26,1/7/2025,Typhoid,5,1
HC00909,4,2/19/2025,Food Poisoning,10,1
HC00910,11,1/3/2025,Food Poisoning,30,3
HC00911,23,6/18/2024,Food Poisoning,26,2
HC00912,21,9/4/2024,Diarrheal Disease,28,3
HC00913,20,11/19/2024,Food Poisoning,18,1
HC00914,5,4/10/2024,Typhoid,18,5
HC00915,22,11/23/2024,Food Poisoning,22,4
HC00916,4,12/16/2025,Food Poisoning,30,3
HC00917,5,8/31/2024,Diarrheal Disease,8,1
HC00918,25,9/30/2025,Food Poisoning,2,4
HC00919,8,10/28/2024,Diarrheal Disease,31,1
HC00920,4,4/23/2024,Diarrheal Disease,5,4
HC00921,10,5/26/2025,Typhoid,27,2
HC00922,26,10/7/2025,Typhoid,39,4
HC00923,23,9/7/2025,Diarrheal Disease,16,1
HC00924,18,10/24/2025,Diarrheal Disease,21,2
HC00925,21,2/17/2024,Typhoid,6,1
HC00926,1,11/2/2024,Food Poisoning,16,1
HC00927,4,2/26/2024,Typhoid,27,1
HC00928,15,7/25/2024,Diarrheal Disease,35,2
HC00929,26,1/17/2024,Typhoid,30,3
HC00930,4,5/17/2024,Food Poisoning,19,3
HC00931,15,10/27/2025,Food Poisoning,4,1
HC00932,6,5/5/2025,Diarrheal Disease,31,2
HC00933,13,12/31/2025,Diarrheal Disease,11,3
HC00934,19,9/2/2025,Typhoid,8,5
HC00935,17,5/6/2025,Typhoid,7,1
HC00936,7,6/11/2024,Typhoid,9,4
HC00937,12,2/10/2025,Typhoid,13,3
HC00938,1,7/6/2024,Food Poisoning,17,4
HC00939,23,9/7/2024,Typhoid,18,2
HC00940,19,8/26/2024,Food Poisoning,24,1
HC00941,23,9/26/2024,Diarrheal Disease,33,2
HC00942,18,12/2/2024,Food Poisoning,11,1
HC00943,7,11/5/2025,Diarrheal Disease,13,4
HC00944,9,6/19/2024,Food Poisoning,32,2
HC00945,15,1/4/2025,Typhoid,3,4
HC00946,5,12/5/2025,Diarrheal Disease,1,2
HC00947,16,8/13/2024,Food Poisoning,4,5
HC00948,3,5/26/2024,Typhoid,26,3
HC00949,19,7/17/2025,Food Poisoning,3,2
HC00950,8,10/4/2025,Food Poisoning,31,3
HC00951,26,2/20/2025,Food Poisoning,23,5
HC00952,1,1/8/2025,Food Poisoning,21,2
HC00953,4,2/27/2024,Typhoid,32,4
HC00954,26,7/8/2024,Diarrheal Disease,17,3
HC00955,22,12/10/2024,Typhoid,12,2
HC00956,8,1/20/2024,Typhoid,38,2
HC00957,3,3/6/2024,Typhoid,8,2
HC00958,7,1/1/2024,Food Poisoning,9,1
HC00959,7,8/5/2024,Typhoid,19,1
HC00960,7,10/22/2025,Typhoid,23,5
HC00961,6,6/26/2025,Typhoid,33,3
HC00962,12,4/12/2024,Typhoid,15,3
HC00963,6,2/9/2024,Food Poisoning,26,3
HC00964,13,3/17/2024,Typhoid,28,5
HC00965,23,7/29/2024,Food Poisoning,2,5
HC00966,23,5/23/2024,Typhoid,26,2
HC00967,5,6/28/2025,Diarrheal Disease,38,3
HC00968,24,7/3/2025,Diarrheal Disease,22,1
HC00969,8,7/16/2024,Typhoid,20,5
HC00970,13,4/18/2024,Diarrheal Disease,29,1
HC00971,21,1/2/2025,Food Poisoning,25,2
HC00972,20,4/8/2024,Food Poisoning,13,4
HC00973,16,1/6/2025,Typhoid,12,5
HC00974,19,8/16/2024,Food Poisoning,6,1
HC00975,8,6/23/2024,Food Poisoning,9,3
HC00976,4,3/18/2025,Food Poisoning,25,4
HC00977,17,1/31/2024,Typhoid,19,1
HC00978,8,2/1/2025,Diarrheal Disease,17,4
HC00979,5,7/25/2025,Typhoid,21,5
HC00980,9,4/13/2024,Diarrheal Disease,8,1
HC00981,8,7/19/2024,Typhoid,27,4
HC00982,4,2/25/2024,Typhoid,23,4
HC00983,1,4/25/2025,Diarrheal Disease,7,5
HC00984,22,6/30/2025,Typhoid,14,3
HC00985,25,2/25/2024,Typhoid,7,5
HC00986,3,9/15/2024,Diarrheal Disease,35,2
HC00987,5,3/7/2025,Food Poisoning,33,1
HC00988,5,1/16/2024,Diarrheal Disease,2,1
HC00989,18,1/2/2024,Food Poisoning,7,3
HC00990,22,5/29/2025,Typhoid,23,1
HC00991,15,11/5/2024,Diarrheal Disease,9,1
HC00992,11,12/4/2024,Diarrheal Disease,12,2
HC00993,7,5/6/2024,Diarrheal Disease,2,3
HC00994,17,5/29/2024,Typhoid,10,3
HC00995,9,8/7/2025,Food Poisoning,36,3
HC00996,4,5/18/2024,Food Poisoning,10,1
HC00997,21,3/4/2024,Food Poisoning,11,2
HC00998,8,11/28/2025,Typhoid,15,4
HC00999,6,7/1/2025,Diarrheal Disease,8,3
HC01000,6,4/25/2025,Food Poisoning,8,4
HC01001,1,6/23/2024,Diarrheal Disease,17,4
HC01002,15,8/11/2024,Diarrheal Disease,16,2
HC01003,26,7/6/2025,Food Poisoning,25,4
HC01004,10,12/14/2024,Diarrheal Disease,20,1
HC01005,9,5/23/2025,Typhoid,31,3
HC01006,10,11/10/2024,Typhoid,31,5
HC01007,23,7/28/2024,Diarrheal Disease,21,1
HC01008,1,12/13/2025,Diarrheal Disease,9,4
HC01009,16,7/10/2025,Typhoid,2,1
HC01010,23,5/11/2024,Diarrheal Disease,35,2
HC01011,18,1/28/2025,Food Poisoning,28,5
HC01012,11,12/27/2024,Food Poisoning,30,2
HC01013,10,4/26/2024,Diarrheal Disease,21,3
HC01014,19,1/9/2025,Typhoid,17,4
HC01015,11,12/9/2024,Typhoid,8,4
HC01016,19,1/28/2025,Diarrheal Disease,26,4
HC01017,9,11/22/2024,Typhoid,2,4
HC01018,22,9/19/2025,Typhoid,3,4
HC01019,9,1/21/2024,Food Poisoning,24,2
HC01020,22,8/9/2024,Food Poisoning,34,5
HC01021,23,1/17/2025,Typhoid,36,1
HC01022,4,11/16/2025,Typhoid,1,5
HC01023,24,6/21/2025,Typhoid,39,1
HC01024,3,10/14/2024,Diarrheal Disease,12,2
HC01025,10,10/24/2024,Diarrheal Disease,14,1
HC01026,10,2/24/2024,Typhoid,4,2
HC01027,17,4/8/2025,Typhoid,39,5
HC01028,26,1/24/2024,Diarrheal Disease,27,4
HC01029,4,1/8/2025,Typhoid,33,2
HC01030,16,6/19/2024,Food Poisoning,19,1
HC01031,1,6/4/2025,Food Poisoning,32,3
HC01032,4,10/19/2024,Food Poisoning,23,1
HC01033,1,6/10/2024,Diarrheal Disease,3,5
HC01034,1,2/29/2024,Typhoid,6,1
HC01035,12,8/16/2025,Diarrheal Disease,11,3
HC01036,21,5/4/2025,Food Poisoning,18,4
HC01037,26,3/4/2024,Diarrheal Disease,20,5
HC01038,2,6/9/2024,Typhoid,16,1
HC01039,8,11/26/2024,Diarrheal Disease,2,3
HC01040,14,7/18/2024,Typhoid,24,5
HC01041,7,9/1/2025,Diarrheal Disease,27,3
HC01042,13,4/22/2024,Diarrheal Disease,31,5
HC01043,16,11/8/2024,Diarrheal Disease,36,5
HC01044,22,2/10/2025,Food Poisoning,17,3
HC01045,5,2/2/2025,Diarrheal Disease,18,3
HC01046,6,11/5/2024,Typhoid,21,2
HC01047,5,4/29/2025,Typhoid,28,1
HC01048,7,2/26/2025,Diarrheal Disease,37,5
HC01049,20,10/19/2024,Typhoid,2,5
HC01050,12,12/9/2024,Typhoid,9,4
HC01051,16,4/25/2024,Diarrheal Disease,29,2
HC01052,15,8/25/2025,Diarrheal Disease,22,5
HC01053,21,11/20/2025,Diarrheal Disease,28,1
HC01054,8,5/11/2025,Food Poisoning,18,3
HC01055,9,1/29/2025,Typhoid,6,1
HC01056,9,7/7/2025,Typhoid,23,2
HC01057,11,8/24/2025,Typhoid,31,2
HC01058,24,2/1/2025,Food Poisoning,34,2
HC01059,26,2/1/2025,Diarrheal Disease,26,5
HC01060,23,2/21/2025,Typhoid,10,4
HC01061,9,2/4/2024,Diarrheal Disease,18,3
HC01062,9,1/26/2025,Food Poisoning,6,5
HC01063,1,1/5/2025,Typhoid,4,5
HC01064,3,1/19/2025,Diarrheal Disease,29,1
HC01065,24,5/21/2025,Typhoid,21,1
HC01066,10,8/12/2024,Food Poisoning,19,1
HC01067,3,2/21/2024,Typhoid,28,3
HC01068,23,12/16/2025,Typhoid,8,1
HC01069,20,10/3/2025,Food Poisoning,34,4
HC01070,25,6/6/2025,Food Poisoning,36,2
HC01071,18,9/1/2024,Diarrheal Disease,20,5
